,age,status,sex,body_type,drinks,height,New_Pets,New_Job,New_Education,New_religion,New_sign,New_smokes,Cluster
19889,41.0,single,m,thin,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,atheism,Aries,No,1
19890,33.0,single,m,average,not at all,172.72,Only_Dog,Active_working,Postgraduate_degree,catholicism,Libra,No,3
19891,36.0,single,f,fit,socially,172.72,Only_Dog,Active_working,Postgraduate_degree,judaism,Virgo,Yes,1
19893,44.0,single,f,fit,socially,175.26,Likes_Boths,Active_working,Postgraduate_degree,buddhism,Pisces,No,1
19899,38.0,single,m,fit,socially,177.8,Only_Dog,Active_working,Graduate_Degree,buddhism,Cancer,Yes,1
19901,31.0,single,m,fit,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Scorpio,No,3
19907,46.0,available,m,a_little_extra,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,other,Virgo,No,1
19909,33.0,single,f,a_little_extra,socially,162.56,Likes_Boths,Active_working,High_School,other,Libra,Yes,2
19910,25.0,single,m,athletic,socially,148.59000000000003,Likes_Boths,Active_working,High_School,atheism,Virgo,Yes,2
19911,37.0,single,m,athletic,socially,175.26,Only_Dog,Active_working,Graduate_Degree,christianity,Aquarius,No,3
19913,32.0,single,m,average,not at all,172.72,Likes_Boths,Active_working,High_School,agnosticism,Libra,Yes,3
19915,37.0,single,f,curvy,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Scorpio,Yes,1
19916,30.0,single,m,athletic,socially,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,catholicism,Libra,Yes,3
19917,57.0,single,m,a_little_extra,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,christianity,Scorpio,No,1
19921,48.0,available,m,used_up,rarely,172.72,Likes_Boths,Active_working,High_School,agnosticism,Capricorn,No,1
19922,59.0,single,f,fit,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,christianity,Taurus,No,0
19925,38.0,married,m,athletic,rarely,185.42000000000002,Only_Cat,Active_working,Graduate_Degree,buddhism,Taurus,No,4
19928,27.0,available,m,athletic,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,atheism,Sagittarius,No,3
19930,42.0,seeing someone,f,fit,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,other,Virgo,No,0
19931,28.0,single,m,athletic,socially,165.1,Only_Dog,Active_working,High_School,catholicism,Pisces,No,2
19932,53.0,single,m,fit,socially,175.26,Likes_Boths,Active_working,Postgraduate_degree,buddhism,Taurus,No,1
19934,27.0,single,m,overweight,socially,172.72,Only_Dog,Active_working,Graduate_Degree,other,Capricorn,No,3
19937,47.0,single,m,average,rarely,172.72,Only_Cat,Active_working,Graduate_Degree,atheism,Leo,No,0
19940,34.0,single,m,fit,socially,172.72,Only_Dog,Active_working,Graduate_Degree,other,Aries,No,3
19943,36.0,single,f,athletic,socially,175.26,Only_Dog,Student,Postgraduate_degree,other,Virgo,No,1
19950,45.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,High_School,agnosticism,Gemini,No,1
19951,45.0,single,f,athletic,socially,172.72,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Gemini,No,0
19954,38.0,single,f,fit,socially,162.56,Only_Cat,Active_working,Graduate_Degree,christianity,Capricorn,No,2
19956,25.0,single,f,average,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,agnosticism,Libra,Yes,2
19961,43.0,single,m,average,desperately,165.1,Likes_Boths,Active_working,High_School,christianity,Capricorn,Yes,0
19962,29.0,available,m,athletic,socially,172.72,Only_Dog,Student,Postgraduate_degree,atheism,Aquarius,No,3
19963,22.0,single,f,athletic,socially,165.1,Only_Dog,Student,Graduate_Degree,atheism,Aries,No,2
19964,24.0,single,f,fit,not at all,152.4,Likes_Boths,Student,Postgraduate_degree,agnosticism,Scorpio,No,2
19965,38.0,single,f,athletic,socially,160.02,Only_Dog,Active_working,Graduate_Degree,judaism,Pisces,No,2
19966,58.0,single,f,curvy,socially,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Libra,No,0
19968,26.0,single,f,thin,socially,157.48,Likes_Boths,Active_working,Postgraduate_degree,atheism,Pisces,No,2
19970,37.0,single,m,average,rarely,182.88,Only_Dog,Active_working,Postgraduate_degree,buddhism,Libra,No,1
19976,25.0,single,f,average,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,No,3
19978,27.0,single,f,fit,socially,167.64000000000001,Only_Dog,Student,Graduate_Degree,judaism,Aries,Yes,2
19982,25.0,single,m,fit,socially,172.72,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Cancer,No,3
19983,43.0,single,f,average,socially,165.1,Only_Dog,Active_working,Graduate_Degree,other,Capricorn,Yes,0
19984,37.0,single,m,athletic,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,agnosticism,Virgo,Yes,3
19988,31.0,single,f,thin,socially,162.56,Only_Dog,Active_working,Postgraduate_degree,christianity,Scorpio,No,2
19989,27.0,single,m,athletic,socially,182.88,Only_Dog,Active_working,Graduate_Degree,catholicism,Gemini,No,4
19990,29.0,single,m,athletic,socially,180.34,Only_Dog,Active_working,Graduate_Degree,other,Leo,Yes,4
19992,23.0,single,f,average,often,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,No,2
19996,48.0,single,m,average,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,other,Pisces,No,1
20002,26.0,single,m,average,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,buddhism,Leo,No,2
20003,24.0,single,m,average,socially,175.26,Likes_Boths,Student,Postgraduate_degree,agnosticism,Cancer,No,3
20004,24.0,single,m,athletic,rarely,187.96,Likes_Boths,Active_working,Graduate_Degree,catholicism,Libra,No,4
20005,27.0,single,f,a_little_extra,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,other,Aries,Yes,2
20013,49.0,single,m,average,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,christianity,Aquarius,No,1
20022,25.0,single,m,athletic,often,170.18,Only_Cat,Student,High_School,christianity,Pisces,Yes,3
20023,30.0,single,m,fit,socially,177.8,Likes_Boths,Student,Postgraduate_degree,agnosticism,Pisces,No,3
20024,33.0,single,m,athletic,socially,199.39,Only_Dog,Active_working,Graduate_Degree,christianity,Capricorn,No,4
20025,21.0,single,f,skinny,not at all,152.4,Likes_Boths,Student,Graduate_Degree,christianity,Capricorn,No,2
20026,34.0,single,f,athletic,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,catholicism,Aquarius,No,2
20027,49.0,available,m,a_little_extra,socially,193.04,Likes_Boths,Active_working,Graduate_Degree,christianity,Capricorn,No,1
20036,34.0,single,m,fit,rarely,187.96,Likes_Boths,Active_working,High_School,other,Capricorn,No,4
20038,64.0,single,f,thin,socially,172.72,Only_Cat,Active_working,Graduate_Degree,judaism,Leo,No,0
20040,20.0,single,f,average,not at all,167.64000000000001,Likes_Boths,Active_working,High_School,christianity,Libra,No,2
20044,30.0,single,m,average,not at all,170.18,Only_Cat,Active_working,Postgraduate_degree,agnosticism,Virgo,No,3
20045,29.0,single,m,athletic,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Cancer,No,2
20046,20.0,single,m,average,socially,167.64000000000001,Likes_Boths,Student,Graduate_Degree,atheism,Virgo,No,3
20048,32.0,single,m,fit,rarely,180.34,Only_Dog,Active_working,Graduate_Degree,christianity,Leo,No,4
20054,27.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,christianity,Aquarius,No,3
20056,37.0,single,m,athletic,rarely,172.72,Only_Dog,Active_working,Postgraduate_degree,catholicism,Capricorn,No,3
20060,46.0,single,m,average,socially,170.18,Only_Cat,Active_working,Graduate_Degree,buddhism,Aries,Yes,0
20061,19.0,single,f,curvy,socially,154.94,Likes_Boths,Student,Graduate_Degree,atheism,Capricorn,No,2
20062,32.0,single,f,fit,socially,165.1,Only_Dog,Active_working,Postgraduate_degree,catholicism,Leo,No,2
20066,30.0,single,m,average,socially,193.04,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,Yes,4
20067,27.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Aries,Yes,3
20068,26.0,single,f,average,rarely,165.1,Only_Dog,Active_working,Postgraduate_degree,catholicism,Aquarius,No,2
20071,27.0,single,m,athletic,often,199.39,Likes_Boths,Active_working,High_School,other,Aries,No,4
20076,45.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Graduate_Degree,christianity,Capricorn,No,1
20079,26.0,single,m,athletic,socially,180.34,Likes_Boths,Active_working,High_School,christianity,Leo,No,4
20081,34.0,single,f,athletic,socially,165.1,Likes_Boths,Active_working,Postgraduate_degree,other,Taurus,No,2
20088,34.0,single,m,fit,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,agnosticism,Virgo,No,4
20091,61.0,single,m,fit,socially,177.8,Only_Dog,Active_working,Graduate_Degree,other,Taurus,No,1
20094,44.0,available,m,athletic,socially,172.72,Only_Dog,Active_working,Postgraduate_degree,other,Aquarius,No,1
20095,26.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Postgraduate_degree,christianity,Gemini,No,3
20099,61.0,single,f,fit,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,catholicism,Taurus,Yes,0
20104,59.0,single,m,fit,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,other,Sagittarius,Yes,1
20107,28.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,christianity,Aries,No,4
20108,28.0,single,m,average,often,175.26,Likes_Boths,Active_working,Graduate_Degree,buddhism,Leo,Yes,3
20111,47.0,single,f,curvy,socially,154.94,Only_Dog,Active_working,Graduate_Degree,buddhism,Aries,No,0
20112,25.0,single,m,thin,not at all,182.88,Likes_Boths,Active_working,Graduate_Degree,atheism,Aries,No,4
20113,46.0,single,m,athletic,not at all,177.8,Only_Cat,Active_working,Graduate_Degree,agnosticism,Leo,No,1
20116,45.0,single,m,average,socially,165.1,Only_Dog,Active_working,Graduate_Degree,catholicism,Libra,Yes,0
20119,68.0,single,f,average,socially,160.02,Only_Dog,Retired,Graduate_Degree,judaism,Gemini,No,0
20122,45.0,available,m,average,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,atheism,Pisces,Yes,1
20123,26.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Graduate_Degree,catholicism,Taurus,No,4
20127,49.0,single,m,athletic,socially,177.8,Only_Dog,Active_working,Graduate_Degree,other,Taurus,No,1
20129,34.0,single,m,thin,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,atheism,Capricorn,Yes,4
20131,28.0,single,f,average,often,165.1,Only_Dog,Active_working,Postgraduate_degree,catholicism,Libra,No,2
20132,38.0,single,f,curvy,rarely,172.72,Likes_Boths,Active_working,Postgraduate_degree,other,Aquarius,No,1
20133,30.0,single,m,fit,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,atheism,Taurus,No,4
20134,30.0,single,m,fit,socially,170.18,Only_Dog,Active_working,Graduate_Degree,catholicism,Scorpio,No,3
20135,24.0,single,m,average,socially,180.34,Only_Dog,Active_working,High_School,atheism,Gemini,No,4
20139,28.0,single,m,average,desperately,170.18,Only_Dog,Active_working,Graduate_Degree,buddhism,Sagittarius,Yes,3
20141,27.0,single,m,fit,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,atheism,Aquarius,Yes,4
20142,21.0,single,m,average,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,Yes,4
20143,26.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Sagittarius,No,3
20144,29.0,single,m,fit,not at all,175.26,Only_Dog,Active_working,Graduate_Degree,christianity,Pisces,No,3
20146,20.0,single,m,athletic,not at all,170.18,Likes_Boths,Active_working,Graduate_Degree,catholicism,Pisces,No,3
20148,18.0,single,m,fit,rarely,187.96,Only_Dog,Active_working,High_School,christianity,Pisces,Yes,4
20149,27.0,single,f,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,atheism,Sagittarius,No,3
20154,28.0,single,m,fit,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,buddhism,Scorpio,Yes,4
20155,32.0,available,f,full_figured,rarely,160.02,Likes_Boths,Active_working,Graduate_Degree,other,Taurus,No,2
20156,24.0,single,m,fit,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,catholicism,Virgo,Yes,4
20157,41.0,single,f,thin,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,buddhism,Sagittarius,No,0
20164,41.0,single,f,athletic,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,No,0
20165,39.0,single,m,athletic,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,atheism,Capricorn,No,4
20167,31.0,single,m,athletic,often,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Cancer,Yes,4
20175,37.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Leo,No,1
20176,30.0,single,m,average,socially,180.34,Only_Cat,Active_working,Graduate_Degree,other,Leo,Yes,3
20184,38.0,single,m,average,socially,182.88,Only_Dog,Active_working,Graduate_Degree,atheism,Aquarius,No,4
20192,52.0,single,f,fit,rarely,177.8,Only_Dog,Active_working,Postgraduate_degree,christianity,Aquarius,No,1
20195,56.0,single,m,fit,socially,185.42000000000002,Only_Cat,Active_working,Postgraduate_degree,judaism,Cancer,No,1
20197,24.0,single,m,jacked,socially,193.04,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Capricorn,No,4
20199,39.0,single,f,fit,socially,160.02,Only_Cat,Active_working,Graduate_Degree,other,Taurus,Yes,0
20205,32.0,single,f,fit,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,atheism,Aquarius,No,2
20209,56.0,single,m,athletic,socially,167.64000000000001,Likes_Boths,Student,Graduate_Degree,other,Aries,No,0
20214,31.0,available,m,average,socially,185.42000000000002,Only_Cat,Active_working,Graduate_Degree,atheism,Taurus,No,4
20215,54.0,single,f,thin,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,other,Gemini,No,0
20218,32.0,single,f,fit,rarely,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Virgo,No,2
20224,64.0,single,f,a_little_extra,rarely,170.18,Likes_Boths,Active_working,High_School,catholicism,Taurus,No,0
20227,46.0,single,m,rather_not_say,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Virgo,No,1
20228,26.0,single,f,fit,socially,162.56,Likes_Boths,Student,Graduate_Degree,agnosticism,Sagittarius,No,2
20229,46.0,single,f,average,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,No,0
20230,28.0,single,f,fit,rarely,175.26,Only_Dog,Active_working,Graduate_Degree,christianity,Aries,No,3
20233,40.0,single,m,athletic,socially,180.34,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Libra,No,1
20239,35.0,single,f,fit,rarely,157.48,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,No,2
20243,43.0,single,f,fit,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,No,0
20254,42.0,seeing someone,m,average,socially,177.8,Likes_Boths,Active_working,High_School,agnosticism,Virgo,No,1
20259,32.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Graduate_Degree,christianity,Scorpio,Yes,3
20264,41.0,single,f,a_little_extra,socially,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,other,Libra,No,0
20268,30.0,single,f,average,often,154.94,Only_Dog,Active_working,Graduate_Degree,catholicism,Aries,No,2
20269,32.0,single,f,curvy,socially,170.18,Only_Dog,Active_working,Graduate_Degree,other,Aries,No,2
20271,20.0,single,f,curvy,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,Yes,2
20274,26.0,single,m,thin,socially,190.5,Likes_Boths,Active_working,High_School,judaism,Gemini,Yes,4
20276,51.0,seeing someone,m,athletic,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,other,Cancer,No,1
20277,26.0,single,m,overweight,rarely,182.88,Only_Dog,Active_working,Graduate_Degree,atheism,Leo,No,4
20279,34.0,single,f,curvy,socially,170.18,Only_Dog,Student,Postgraduate_degree,judaism,Taurus,Yes,2
20281,33.0,single,f,average,socially,162.56,Only_Dog,Active_working,Graduate_Degree,other,Virgo,No,2
20282,34.0,single,f,thin,socially,157.48,Only_Dog,Active_working,Graduate_Degree,buddhism,Pisces,No,2
20283,39.0,single,f,fit,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,catholicism,Cancer,No,2
20290,34.0,single,m,athletic,socially,182.88,Only_Dog,Active_working,Graduate_Degree,agnosticism,Cancer,Yes,4
20293,28.0,single,m,average,socially,190.5,Likes_Boths,Active_working,Graduate_Degree,catholicism,Scorpio,No,4
20295,36.0,single,m,athletic,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,other,Leo,Yes,4
20297,21.0,single,m,fit,socially,177.8,Only_Cat,Active_working,Graduate_Degree,catholicism,Virgo,No,3
20298,27.0,single,m,average,not at all,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aquarius,Yes,3
20301,41.0,single,f,fit,socially,157.48,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Virgo,No,2
20302,32.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Postgraduate_degree,other,Cancer,No,3
20304,36.0,single,f,curvy,socially,172.72,Only_Dog,Active_working,Graduate_Degree,catholicism,Aquarius,No,3
20308,42.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Graduate_Degree,atheism,Aquarius,No,1
20311,36.0,single,m,fit,socially,172.72,Only_Cat,Active_working,Graduate_Degree,agnosticism,Cancer,No,3
20312,31.0,single,m,athletic,socially,170.18,Only_Dog,Active_working,Graduate_Degree,agnosticism,Scorpio,No,3
20313,38.0,single,m,a_little_extra,rarely,175.26,Likes_Boths,Active_working,Graduate_Degree,christianity,Gemini,Yes,1
20314,27.0,single,m,average,socially,180.34,Only_Cat,Active_working,Graduate_Degree,christianity,Cancer,Yes,3
20318,29.0,single,m,athletic,socially,177.8,Only_Dog,Active_working,Graduate_Degree,catholicism,Libra,No,4
20327,44.0,single,f,a_little_extra,socially,175.26,Only_Cat,Active_working,Postgraduate_degree,other,Cancer,No,1
20329,39.0,single,m,fit,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,No,1
20330,33.0,single,m,average,socially,177.8,Only_Dog,Active_working,Graduate_Degree,agnosticism,Taurus,No,3
20331,30.0,single,m,used_up,not at all,182.88,Likes_Boths,Active_working,High_School,other,Libra,No,4
